Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Test),Inward issue link (Test),Outward issue link (Test),Attachment,Attachment,Attachment,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
Likes API GET /likes/:transactionId gets a list of likes for a transaction,SCRUM-137,10168,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 5:09 PM,04/Jul/26 5:09 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000u7:,,,,,,,,,,To Do,04/Jul/26 5:09 PM
Contacts API DELETE /contacts/:contactId deletes a contact,SCRUM-136,10167,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 5:09 PM,04/Jul/26 5:09 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000tz:,,,,,,,,,,To Do,04/Jul/26 5:09 PM
Contacts API POST /contacts errors when invalid contactUserId,SCRUM-135,10166,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 5:09 PM,04/Jul/26 5:09 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000tr:,,,,,,,,,,To Do,04/Jul/26 5:09 PM
Contacts API POST /contacts creates a new contact,SCRUM-134,10165,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 5:09 PM,04/Jul/26 5:09 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000tj:,,,,,,,,,,To Do,04/Jul/26 5:09 PM
Contacts API GET /contacts/:username gets a list of contacts by username,SCRUM-133,10164,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 5:09 PM,04/Jul/26 5:09 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000tb:,,,,,,,,,,To Do,04/Jul/26 5:09 PM
Comments API POST /comments/:transactionId creates a new comment for a transaction,SCRUM-132,10163,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 5:09 PM,04/Jul/26 5:09 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000t3:,,,,,,,,,,To Do,04/Jul/26 5:09 PM
Comments API GET /comments/:transactionId gets a list of comments for a transaction,SCRUM-131,10162,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 5:09 PM,04/Jul/26 5:09 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000sv:,,,,,,,,,,To Do,04/Jul/26 5:09 PM
Bank Transfer API GET /bankTransfer gets a list of bank transfers for user,SCRUM-130,10161,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 5:09 PM,04/Jul/26 5:09 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000sn:,,,,,,,,,,To Do,04/Jul/26 5:09 PM
Bank Accounts API /graphql deletes a bank account,SCRUM-129,10160,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 5:09 PM,04/Jul/26 5:09 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000sf:,,,,,,,,,,To Do,04/Jul/26 5:09 PM
Bank Accounts API /graphql creates a new bank account,SCRUM-128,10159,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 5:09 PM,04/Jul/26 5:09 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000s7:,,,,,,,,,,To Do,04/Jul/26 5:09 PM
Bank Accounts API /graphql gets a list of bank accounts for user,SCRUM-127,10158,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 5:09 PM,04/Jul/26 5:09 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000rz:,,,,,,,,,,To Do,04/Jul/26 5:09 PM
Bank Accounts API DELETE /contacts/:bankAccountId deletes a bank account,SCRUM-126,10157,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 5:09 PM,04/Jul/26 5:09 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000rr:,,,,,,,,,,To Do,04/Jul/26 5:09 PM
Bank Accounts API POST /bankAccounts creates a new bank account,SCRUM-125,10156,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 5:09 PM,04/Jul/26 5:09 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000rj:,,,,,,,,,,To Do,04/Jul/26 5:09 PM
Bank Accounts API GET /bankAccounts/:bankAccountId gets a bank account,SCRUM-124,10155,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 5:09 PM,04/Jul/26 5:09 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000rb:,,,,,,,,,,To Do,04/Jul/26 5:09 PM
Bank Accounts API GET /bankAccounts gets a list of bank accounts for user,SCRUM-123,10154,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 5:09 PM,04/Jul/26 5:09 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000r3:,,,,,,,,,,To Do,04/Jul/26 5:09 PM
Cypress Execution - index.html_2026-07-02T080421-0600,SCRUM-122,10153,Test Execution,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 5:09 PM,04/Jul/26 5:09 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000qv:,,,,,,,,,,To Do,04/Jul/26 5:09 PM
"User Settings updates first name, last name, email and phone number",SCRUM-121,10152,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000qn:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
User Settings should display user setting form errors,SCRUM-120,10151,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000qf:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
User Settings renders the user settings form,SCRUM-119,10150,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000q7:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction View does not display accept/reject buttons on completed request,SCRUM-118,10149,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000pz:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction View rejects a transaction request,SCRUM-117,10148,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000pr:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction View accepts a transaction request,SCRUM-116,10147,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000pj:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction View comments on a transaction,SCRUM-115,10146,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000pb:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction View likes a transaction,SCRUM-114,10145,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000p3:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction View transactions navigation tabs are hidden on a transaction view page,SCRUM-113,10144,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000ov:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed Feed Item Visibility friends feed only shows contact transactions,SCRUM-112,10143,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000on:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed Feed Item Visibility first five items belong to contacts in public feed,SCRUM-111,10142,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000of:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed Feed Item Visibility mine feed only shows personal transactions,SCRUM-110,10141,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000o7:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed filters transaction feeds by amount range does not show personal transactions for out of range amount limits,SCRUM-109,10140,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000nz:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed filters transaction feeds by amount range filters personal transaction feed by amount range,SCRUM-108,10139,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000nr:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed filters transaction feeds by amount range does not show contacts transactions for out of range amount limits,SCRUM-107,10138,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000nj:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed filters transaction feeds by amount range filters contacts transaction feed by amount range,SCRUM-106,10137,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000nb:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed filters transaction feeds by amount range does not show public transactions for out of range amount limits,SCRUM-105,10136,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000n3:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed filters transaction feeds by amount range filters public transaction feed by amount range,SCRUM-104,10135,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000mv:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed filters transaction feeds by date range does not show personal transactions for out of range date limits,SCRUM-103,10134,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000mn:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed filters transaction feeds by date range filters personal transaction feed by date range,SCRUM-102,10133,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000mf:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed filters transaction feeds by date range does not show contacts transactions for out of range date limits,SCRUM-101,10132,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000m7:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed filters transaction feeds by date range filters contacts transaction feed by date range,SCRUM-100,10131,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000lz:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed filters transaction feeds by date range does not show public transactions for out of range date limits,SCRUM-99,10130,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000lr:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed filters transaction feeds by date range filters public transaction feed by date range,SCRUM-98,10129,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000lj:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed renders and paginates all transaction feeds paginates personal transaction feed,SCRUM-97,10128,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000lb:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed renders and paginates all transaction feeds paginates contacts transaction feed,SCRUM-96,10127,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000l3:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed renders and paginates all transaction feeds paginates public transaction feed,SCRUM-95,10126,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000kv:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed renders and paginates all transaction feeds renders transactions item variations in feed,SCRUM-94,10125,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000kn:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Transaction Feed app layout and responsiveness toggles the navigation drawer,SCRUM-93,10124,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000kf:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Notifications notifications from user interactions User A sends a payment request to User C,SCRUM-92,10123,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000k7:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Notifications notifications from user interactions User A sends a payment to User B,SCRUM-91,10122,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000jz:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Notifications notifications from user interactions User C comments on a transaction between User A and User B; User A and B get notifications that User C commented on their transaction,SCRUM-90,10121,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000jr:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Notifications notifications from user interactions User A comments on a transaction of User B; User B gets notification that User A commented on their transaction,SCRUM-89,10120,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000jj:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Notifications notifications from user interactions User C likes a transaction between User A and User B; User A and User B get notifications that User C liked transaction,SCRUM-88,10119,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000jb:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Notifications notifications from user interactions User A likes a transaction of User B; User B gets notification that User A liked transaction ,SCRUM-87,10118,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000j3:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
Notifications renders an empty notifications state,SCRUM-86,10117,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000iv:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
New Transaction searches for a user by attribute phoneNumber,SCRUM-85,10116,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000in:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
New Transaction searches for a user by attribute email,SCRUM-84,10115,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000if:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
New Transaction searches for a user by attribute username,SCRUM-83,10114,Test,To Do,SCRUM,Bug Tracking,software,Shenyi,5ff0d9741051d100756df8aa,,Medium,,,,Shenyi,5ff0d9741051d100756df8aa,Shenyi,5ff0d9741051d100756df8aa,04/Jul/26 4:49 PM,04/Jul/26 4:49 PM,,,,0,,,Shenyi,5ff0d9741051d100756df8aa,,,,,,,,,,,,,,,,,0|i000i7:,,,,,,,,,,To Do,04/Jul/26 4:49 PM
